week,D,Oth,R,total,D_cum,R_cum,Oth_cum,total_cum
1983-05-23,1,1,7,9,13822,16117,1750,31689
1983-05-30,0,0,1,1,13822,16118,1750,31690
1983-06-06,86,13,81,180,13908,16199,1763,31870
1983-06-13,9,1,7,17,13917,16206,1764,31887
1983-06-20,10,0,6,16,13927,16212,1764,31903
1983-06-27,3,4,8,15,13930,16220,1768,31918
1983-07-04,3,1,6,10,13933,16226,1769,31928
1983-07-11,11,0,10,21,13944,16236,1769,31949
1983-07-18,7,1,11,19,13951,16247,1770,31968
1983-07-25,6,2,9,17,13957,16256,1772,31985
1983-08-01,7,2,12,21,13964,16268,1774,32006
1983-08-08,11,1,5,17,13975,16273,1775,32023
1983-08-15,22,2,13,37,13997,16286,1777,32060
1983-08-22,22,1,12,35,14019,16298,1778,32095
1983-08-29,33,4,28,65,14052,16326,1782,32160
1983-09-05,8,2,14,24,14060,16340,1784,32184
1983-09-12,30,5,34,69,14090,16374,1789,32253
1983-09-19,21,4,27,52,14111,16401,1793,32305
1983-09-26,36,4,53,93,14147,16454,1797,32398
1983-10-03,51,8,76,135,14198,16530,1805,32533
1983-10-10,57,15,87,159,14255,16617,1820,32692
1983-10-17,161,17,208,386,14416,16825,1837,33078
1983-10-24,0,0,0,0,14416,16825,1837,33078
1983-10-31,0,0,1,1,14416,16826,1837,33079
1983-11-07,0,0,0,0,14416,16826,1837,33079
1983-11-14,6,1,2,9,14422,16828,1838,33088
1983-11-21,1,0,0,1,14423,16828,1838,33089
1983-11-28,0,0,0,0,14423,16828,1838,33089
1983-12-05,0,0,0,0,14423,16828,1838,33089
1983-12-12,71,9,85,165,14494,16913,1847,33254
1983-12-19,6,2,5,13,14500,16918,1849,33267
1983-12-26,4,1,3,8,14504,16921,1850,33275
1984-01-02,7,1,6,14,14511,16927,1851,33289
1984-01-09,11,3,10,24,14522,16937,1854,33313
1984-01-16,8,2,9,19,14530,16946,1856,33332
1984-01-23,13,2,8,23,14543,16954,1858,33355
1984-01-30,12,0,28,40,14555,16982,1858,33395
1984-02-06,24,1,29,54,14579,17011,1859,33449
1984-02-13,21,2,15,38,14600,17026,1861,33487
1984-02-20,15,3,27,45,14615,17053,1864,33532
1984-02-27,33,4,25,62,14648,17078,1868,33594
1984-03-05,52,8,59,119,14700,17137,1876,33713
1984-03-12,127,18,147,292,14827,17284,1894,34005
1984-03-19,35,3,45,83,14862,17329,1897,34088
1984-03-26,1,0,0,1,14863,17329,1897,34089
1984-04-02,0,0,0,0,14863,17329,1897,34089
1984-04-09,0,0,0,0,14863,17329,1897,34089
1984-04-16,6,0,5,11,14869,17334,1897,34100
1984-04-23,2,0,1,3,14871,17335,1897,34103
1984-04-30,131,17,148,296,15002,17483,1914,34399
1984-05-07,22,3,15,40,15024,17498,1917,34439
1984-05-14,12,3,26,41,15036,17524,1920,34480
1984-05-21,24,7,23,54,15060,17547,1927,34534
1984-05-28,10,4,21,35,15070,17568,1931,34569
1984-06-04,17,0,11,28,15087,17579,1931,34597
1984-06-11,13,2,17,32,15100,17596,1933,34629
1984-06-18,14,7,21,42,15114,17617,1940,34671
1984-06-25,25,8,34,67,15139,17651,1948,34738
1984-07-02,27,6,35,68,15166,17686,1954,34806
1984-07-09,18,4,36,58,15184,17722,1958,34864
1984-07-16,30,5,35,70,15214,17757,1963,34934
1984-07-23,15,9,26,50,15229,17783,1972,34984
1984-07-30,54,11,53,118,15283,17836,1983,35102
1984-08-06,23,5,52,80,15306,17888,1988,35182
1984-08-13,26,12,39,77,15332,17927,2000,35259
1984-08-20,20,7,52,79,15352,17979,2007,35338
1984-08-27,85,16,96,197,15437,18075,2023,35535
1984-09-03,28,6,66,100,15465,18141,2029,35635
1984-09-10,56,11,93,160,15521,18234,2040,35795
1984-09-17,113,26,192,331,15634,18426,2066,36126
1984-09-24,105,27,202,334,15739,18628,2093,36460
1984-10-01,175,49,232,456,15914,18860,2142,36916
1984-10-08,258,63,432,753,16172,19292,2205,37669
1984-10-15,310,76,381,767,16482,19673,2281,38436
1984-10-22,6,0,6,12,16488,19679,2281,38448
1984-10-29,2,0,2,4,16490,19681,2281,38452
1984-11-05,0,0,1,1,16490,19682,2281,38453
1984-11-12,1,0,1,2,16491,19683,2281,38455
1984-11-19,0,0,1,1,16491,19684,2281,38456
1984-11-26,0,0,0,0,16491,19684,2281,38456
1984-12-03,0,0,0,0,16491,19684,2281,38456
1984-12-10,77,18,102,197,16568,19786,2299,38653
1984-12-17,4,0,1,5,16572,19787,2299,38658
1984-12-24,9,0,5,14,16581,19792,2299,38672
1984-12-31,1,0,2,3,16582,19794,2299,38675
1985-01-07,3,0,1,4,16585,19795,2299,38679
1985-01-14,5,0,3,8,16590,19798,2299,38687
1985-01-21,6,1,4,11,16596,19802,2300,38698
1985-01-28,6,3,6,15,16602,19808,2303,38713
1985-02-04,0,2,6,8,16602,19814,2305,38721
1985-02-11,0,0,3,3,16602,19817,2305,38724
1985-02-18,10,0,4,14,16612,19821,2305,38738
1985-02-25,10,6,12,28,16622,19833,2311,38766
1985-03-04,9,3,13,25,16631,19846,2314,38791
1985-03-11,17,2,13,32,16648,19859,2316,38823
1985-03-18,17,4,10,31,16665,19869,2320,38854
1985-03-25,14,2,16,32,16679,19885,2322,38886
1985-04-01,14,2,10,26,16693,19895,2324,38912
1985-04-08,19,2,15,36,16712,19910,2326,38948
1985-04-15,28,2,22,52,16740,19932,2328,39000
1985-04-22,31,5,29,65,16771,19961,2333,39065
1985-04-29,38,10,54,102,16809,20015,2343,39167
1985-05-06,0,0,0,0,16809,20015,2343,39167
1985-05-13,0,0,0,0,16809,20015,2343,39167
1985-05-20,0,0,0,0,16809,20015,2343,39167
1985-05-27,0,0,1,1,16809,20016,2343,39168
1985-06-03,1,0,4,5,16810,20020,2343,39173
1985-06-10,29,4,54,87,16839,20074,2347,39260
1985-06-17,9,0,11,20,16848,20085,2347,39280
1985-06-24,9,1,10,20,16857,20095,2348,39300
1985-07-01,5,1,4,10,16862,20099,2349,39310
1985-07-08,7,2,11,20,16869,20110,2351,39330
1985-07-15,4,0,7,11,16873,20117,2351,39341
1985-07-22,16,3,11,30,16889,20128,2354,39371
1985-07-29,4,4,6,14,16893,20134,2358,39385
1985-08-05,7,1,10,18,16900,20144,2359,39403
1985-08-12,16,2,19,37,16916,20163,2361,39440
1985-08-19,14,3,13,30,16930,20176,2364,39470
1985-08-26,21,3,25,49,16951,20201,2367,39519
1985-09-02,14,2,8,24,16965,20209,2369,39543
1985-09-09,18,4,4,26,16983,20213,2373,39569
1985-09-16,25,2,37,64,17008,20250,2375,39633
1985-09-23,36,7,26,69,17044,20276,2382,39702
1985-09-30,30,5,31,66,17074,20307,2387,39768
1985-10-07,122,17,166,305,17196,20473,2404,40073
1985-10-14,51,9,52,112,17247,20525,2413,40185
1985-10-21,0,0,0,0,17247,20525,2413,40185
1985-10-28,0,0,1,1,17247,20526,2413,40186
1985-11-04,0,0,0,0,17247,20526,2413,40186
1985-11-11,3,0,3,6,17250,20529,2413,40192
1985-11-18,0,0,0,0,17250,20529,2413,40192
1985-11-25,2,0,0,2,17252,20529,2413,40194
1985-12-02,1,0,0,1,17253,20529,2413,40195
1985-12-09,51,13,76,140,17304,20605,2426,40335
1985-12-16,6,0,1,7,17310,20606,2426,40342
1985-12-23,4,0,2,6,17314,20608,2426,40348
1985-12-30,1,0,0,1,17315,20608,2426,40349
1986-01-06,4,0,4,8,17319,20612,2426,40357
1986-01-13,6,4,4,14,17325,20616,2430,40371
1986-01-20,4,0,5,9,17329,20621,2430,40380
1986-01-27,9,0,9,18,17338,20630,2430,40398
1986-02-03,7,2,10,19,17345,20640,2432,40417
1986-02-10,10,3,12,25,17355,20652,2435,40442
1986-02-17,3,0,8,11,17358,20660,2435,40453
1986-02-24,8,1,17,26,17366,20677,2436,40479
1986-03-03,10,2,13,25,17376,20690,2438,40504
1986-03-10,12,2,20,34,17388,20710,2440,40538
1986-03-17,19,0,17,36,17407,20727,2440,40574
1986-03-24,15,2,25,42,17422,20752,2442,40616
1986-03-31,10,1,13,24,17432,20765,2443,40640
1986-04-07,24,4,27,55,17456,20792,2447,40695
1986-04-14,20,2,40,62,17476,20832,2449,40757
1986-04-21,61,10,102,173,17537,20934,2459,40930
1986-04-28,12,1,25,38,17549,20959,2460,40968
1986-05-05,0,1,0,1,17549,20959,2461,40969
1986-05-12,0,0,0,0,17549,20959,2461,40969
1986-05-19,0,0,0,0,17549,20959,2461,40969
1986-05-26,3,1,3,7,17552,20962,2462,40976
1986-06-02,2,0,3,5,17554,20965,2462,40981
1986-06-09,0,1,1,2,17554,20966,2463,40983
1986-06-16,0,0,2,2,17554,20968,2463,40985
1986-06-23,70,15,81,166,17624,21049,2478,41151
1986-06-30,15,2,5,22,17639,21054,2480,41173
1986-07-07,13,1,5,19,17652,21059,2481,41192
1986-07-14,17,0,10,27,17669,21069,2481,41219
1986-07-21,11,0,7,18,17680,21076,2481,41237
1986-07-28,10,2,15,27,17690,21091,2483,41264
1986-08-04,9,0,19,28,17699,21110,2483,41292
1986-08-11,12,5,9,26,17711,21119,2488,41318
1986-08-18,24,4,20,48,17735,21139,2492,41366
1986-08-25,15,6,36,57,17750,21175,2498,41423
1986-09-01,15,11,27,53,17765,21202,2509,41476
1986-09-08,25,5,37,67,17790,21239,2514,41543
1986-09-15,69,11,64,144,17859,21303,2525,41687
1986-09-22,59,10,62,131,17918,21365,2535,41818
1986-09-29,57,11,76,144,17975,21441,2546,41962
1986-10-06,184,31,249,464,18159,21690,2577,42426
1986-10-13,61,11,90,162,18220,21780,2588,42588
1986-10-20,0,0,0,0,18220,21780,2588,42588
1986-10-27,0,0,0,0,18220,21780,2588,42588
1986-11-03,0,0,0,0,18220,21780,2588,42588
1986-11-10,5,0,3,8,18225,21783,2588,42596
1986-11-17,0,0,1,1,18225,21784,2588,42597
1986-11-24,0,0,1,1,18225,21785,2588,42598
1986-12-01,1,0,0,1,18226,21785,2588,42599
1986-12-08,77,20,119,216,18303,21904,2608,42815
1986-12-15,6,1,6,13,18309,21910,2609,42828
1986-12-22,6,1,4,11,18315,21914,2610,42839
1986-12-29,4,0,9,13,18319,21923,2610,42852
1987-01-05,5,1,14,20,18324,21937,2611,42872
1987-01-12,6,4,25,35,18330,21962,2615,42907
1987-01-19,5,2,10,17,18335,21972,2617,42924
1987-01-26,7,3,10,20,18342,21982,2620,42944
1987-02-02,12,6,15,33,18354,21997,2626,42977
1987-02-09,17,0,20,37,18371,22017,2626,43014
1987-02-16,10,2,11,23,18381,22028,2628,43037
1987-02-23,20,2,16,38,18401,22044,2630,43075
1987-03-02,21,7,35,63,18422,22079,2637,43138
1987-03-09,21,4,26,51,18443,22105,2641,43189
1987-03-16,21,1,39,61,18464,22144,2642,43250
1987-03-23,33,5,34,72,18497,22178,2647,43322
1987-03-30,26,7,46,79,18523,22224,2654,43401
1987-04-06,22,9,59,90,18545,22283,2663,43491
1987-04-13,30,10,61,101,18575,22344,2673,43592
1987-04-20,104,24,144,272,18679,22488,2697,43864
1987-04-27,19,7,29,55,18698,22517,2704,43919
1987-05-04,0,0,0,0,18698,22517,2704,43919
1987-05-11,0,0,0,0,18698,22517,2704,43919
1987-05-18,0,0,0,0,18698,22517,2704,43919
1987-05-25,2,3,4,9,18700,22521,2707,43928
1987-06-01,2,0,1,3,18702,22522,2707,43931
1987-06-08,100,23,134,257,18802,22656,2730,44188
1987-06-15,8,3,6,17,18810,22662,2733,44205
1987-06-22,7,6,15,28,18817,22677,2739,44233
1987-06-29,8,1,19,28,18825,22696,2740,44261
1987-07-06,18,0,7,25,18843,22703,2740,44286
1987-07-13,11,4,14,29,18854,22717,2744,44315
1987-07-20,16,4,19,39,18870,22736,2748,44354
1987-07-27,15,1,15,31,18885,22751,2749,44385
1987-08-03,10,2,28,40,18895,22779,2751,44425
1987-08-10,17,2,11,30,18912,22790,2753,44455
1987-08-17,16,5,15,36,18928,22805,2758,44491
1987-08-24,51,10,69,130,18979,22874,2768,44621
1987-08-31,29,5,47,81,19008,22921,2773,44702
1987-09-07,29,5,19,53,19037,22940,2778,44755
1987-09-14,41,6,66,113,19078,23006,2784,44868
1987-09-21,55,6,52,113,19133,23058,2790,44981
1987-09-28,67,5,79,151,19200,23137,2795,45132
1987-10-05,202,39,316,557,19402,23453,2834,45689
1987-10-12,63,15,124,202,19465,23577,2849,45891
1987-10-19,0,0,0,0,19465,23577,2849,45891
1987-10-26,0,0,0,0,19465,23577,2849,45891
1987-11-02,0,0,0,0,19465,23577,2849,45891
1987-11-09,2,0,2,4,19467,23579,2849,45895
1987-11-16,0,0,0,0,19467,23579,2849,45895
1987-11-23,0,0,0,0,19467,23579,2849,45895
1987-11-30,0,0,3,3,19467,23582,2849,45898
1987-12-07,151,32,204,387,19618,23786,2881,46285
1987-12-14,11,10,19,40,19629,23805,2891,46325
1987-12-21,12,4,14,30,19641,23819,2895,46355
1987-12-28,8,2,8,18,19649,23827,2897,46373
1988-01-04,10,2,18,30,19659,23845,2899,46403
1988-01-11,9,2,26,37,19668,23871,2901,46440
1988-01-18,10,0,21,31,19678,23892,2901,46471
1988-01-25,27,4,27,58,19705,23919,2905,46529
1988-02-01,25,6,26,57,19730,23945,2911,46586
1988-02-08,32,4,45,81,19762,23990,2915,46667
1988-02-15,40,10,58,108,19802,24048,2925,46775
1988-02-22,82,8,112,202,19884,24160,2933,46977
1988-02-29,67,17,62,146,19951,24222,2950,47123
1988-03-07,59,11,76,146,20010,24298,2961,47269
1988-03-14,85,12,109,206,20095,24407,2973,47475
1988-03-21,103,20,141,264,20198,24548,2993,47739
1988-03-28,183,37,219,439,20381,24767,3030,48178
1988-04-04,15,6,35,56,20396,24802,3036,48234
1988-04-11,0,0,0,0,20396,24802,3036,48234
1988-04-18,0,0,0,0,20396,24802,3036,48234
1988-04-25,0,0,0,0,20396,24802,3036,48234
1988-05-02,5,1,6,12,20401,24808,3037,48246
1988-05-09,5,0,0,5,20406,24808,3037,48251
1988-05-16,228,51,273,552,20634,25081,3088,48803
1988-05-23,32,7,44,83,20666,25125,3095,48886
1988-05-30,18,2,18,38,20684,25143,3097,48924
1988-06-06,31,9,35,75,20715,25178,3106,48999
1988-06-13,25,9,33,67,20740,25211,3115,49066
1988-06-20,21,3,31,55,20761,25242,3118,49121
1988-06-27,42,6,36,84,20803,25278,3124,49205
1988-07-04,23,7,18,48,20826,25296,3131,49253
1988-07-11,30,8,27,65,20856,25323,3139,49318
1988-07-18,27,6,30,63,20883,25353,3145,49381
1988-07-25,52,10,67,129,20935,25420,3155,49510
1988-08-01,53,3,75,131,20988,25495,3158,49641
1988-08-08,65,12,49,126,21053,25544,3170,49767
1988-08-15,86,26,92,204,21139,25636,3196,49971
1988-08-22,74,19,121,214,21213,25757,3215,50185
1988-08-29,120,35,200,355,21333,25957,3250,50540
1988-09-05,101,19,119,239,21434,26076,3269,50779
1988-09-12,151,36,189,376,21585,26265,3305,51155
1988-09-19,253,51,263,567,21838,26528,3356,51722
1988-09-26,172,45,219,436,22010,26747,3401,52158
1988-10-03,250,60,332,642,22260,27079,3461,52800
1988-10-10,459,109,617,1185,22719,27696,3570,53985
1988-10-17,553,121,790,1464,23272,28486,3691,55449
1988-10-24,10,3,14,27,23282,28500,3694,55476
1988-10-31,3,1,1,5,23285,28501,3695,55481
1988-11-07,0,0,0,0,23285,28501,3695,55481
1988-11-14,7,2,18,27,23292,28519,3697,55508
1988-11-21,3,0,1,4,23295,28520,3697,55512
1988-11-28,0,0,1,1,23295,28521,3697,55513
1988-12-05,0,0,0,0,23295,28521,3697,55513
1988-12-12,116,17,149,282,23411,28670,3714,55795
1988-12-19,21,3,24,48,23432,28694,3717,55843
1988-12-26,3,0,2,5,23435,28696,3717,55848
1989-01-02,6,3,10,19,23441,28706,3720,55867
1989-01-09,4,3,6,13,23445,28712,3723,55880
1989-01-16,7,1,9,17,23452,28721,3724,55897
1989-01-23,10,1,8,19,23462,28729,3725,55916
1989-01-30,6,4,16,26,23468,28745,3729,55942
1989-02-06,10,4,8,22,23478,28753,3733,55964
1989-02-13,11,1,18,30,23489,28771,3734,55994
1989-02-20,3,0,9,12,23492,28780,3734,56006
1989-02-27,16,4,20,40,23508,28800,3738,56046
1989-03-06,15,5,19,39,23523,28819,3743,56085
1989-03-13,6,4,21,31,23529,28840,3747,56116
1989-03-20,31,1,27,59,23560,28867,3748,56175
1989-03-27,17,5,25,47,23577,28892,3753,56222
1989-04-03,25,6,33,64,23602,28925,3759,56286
1989-04-10,45,6,45,96,23647,28970,3765,56382
1989-04-17,93,26,182,301,23740,29152,3791,56683
1989-04-24,25,4,27,56,23765,29179,3795,56739
1989-05-01,0,0,1,1,23765,29180,3795,56740
1989-05-08,0,0,0,0,23765,29180,3795,56740
1989-05-15,0,0,0,0,23765,29180,3795,56740
1989-05-22,2,0,2,4,23767,29182,3795,56744
1989-05-29,0,0,1,1,23767,29183,3795,56745
1989-06-05,73,17,87,177,23840,29270,3812,56922
1989-06-12,11,4,10,25,23851,29280,3816,56947
1989-06-19,14,0,10,24,23865,29290,3816,56971
1989-06-26,9,3,21,33,23874,29311,3819,57004
1989-07-03,9,3,9,21,23883,29320,3822,57025
1989-07-10,9,2,20,31,23892,29340,3824,57056
1989-07-17,7,5,17,29,23899,29357,3829,57085
1989-07-24,7,2,15,24,23906,29372,3831,57109
1989-07-31,13,1,15,29,23919,29387,3832,57138
1989-08-07,7,1,11,19,23926,29398,3833,57157
1989-08-14,8,2,8,18,23934,29406,3835,57175
1989-08-21,27,3,23,53,23961,29429,3838,57228
1989-08-28,29,7,27,63,23990,29456,3845,57291
1989-09-04,19,3,38,60,24009,29494,3848,57351
1989-09-11,43,4,41,88,24052,29535,3852,57439
1989-09-18,27,7,38,72,24079,29573,3859,57511
1989-09-25,21,4,40,65,24100,29613,3863,57576
1989-10-02,60,10,73,143,24160,29686,3873,57719
1989-10-09,60,13,78,151,24220,29764,3886,57870
1989-10-16,124,23,161,308,24344,29925,3909,58178
1989-10-23,0,0,2,2,24344,29927,3909,58180
1989-10-30,0,0,0,0,24344,29927,3909,58180
1989-11-06,0,0,0,0,24344,29927,3909,58180
1989-11-13,3,0,0,3,24347,29927,3909,58183
1989-11-20,2,0,0,2,24349,29927,3909,58185
1989-11-27,0,0,0,0,24349,29927,3909,58185
1989-12-04,0,0,1,1,24349,29928,3909,58186
1989-12-11,102,23,136,261,24451,30064,3932,58447
1989-12-18,5,2,10,17,24456,30074,3934,58464
1989-12-25,7,0,5,12,24463,30079,3934,58476
1990-01-01,5,2,11,18,24468,30090,3936,58494
1990-01-08,8,4,17,29,24476,30107,3940,58523
1990-01-15,3,3,11,17,24479,30118,3943,58540
1990-01-22,12,4,13,29,24491,30131,3947,58569
1990-01-29,11,1,21,33,24502,30152,3948,58602
1990-02-05,12,4,18,34,24514,30170,3952,58636
1990-02-12,15,3,25,43,24529,30195,3955,58679
1990-02-19,7,2,16,25,24536,30211,3957,58704
1990-02-26,22,6,28,56,24558,30239,3963,58760
1990-03-05,28,7,30,65,24586,30269,3970,58825
1990-03-12,21,4,24,49,24607,30293,3974,58874
1990-03-19,22,5,20,47,24629,30313,3979,58921
1990-03-26,19,1,28,48,24648,30341,3980,58969
1990-04-02,22,3,17,42,24670,30358,3983,59011
1990-04-09,34,2,36,72,24704,30394,3985,59083
1990-04-16,62,12,86,160,24766,30480,3997,59243
1990-04-23,15,3,26,44,24781,30506,4000,59287
1990-04-30,0,0,0,0,24781,30506,4000,59287
1990-05-07,0,0,0,0,24781,30506,4000,59287
1990-05-14,0,0,0,0,24781,30506,4000,59287
1990-05-21,7,0,2,9,24788,30508,4000,59296
1990-05-28,70,8,84,162,24858,30592,4008,59458
1990-06-04,15,5,25,45,24873,30617,4013,59503
1990-06-11,11,5,16,32,24884,30633,4018,59535
1990-06-18,29,2,15,46,24913,30648,4020,59581
1990-06-25,24,5,30,59,24937,30678,4025,59640
1990-07-02,38,6,43,87,24975,30721,4031,59727
1990-07-09,27,3,26,56,25002,30747,4034,59783
1990-07-16,27,5,27,59,25029,30774,4039,59842
1990-07-23,37,8,43,88,25066,30817,4047,59930
1990-07-30,20,8,28,56,25086,30845,4055,59986
1990-08-06,31,11,38,80,25117,30883,4066,60066
1990-08-13,45,6,32,83,25162,30915,4072,60149
1990-08-20,20,7,29,56,25182,30944,4079,60205
1990-08-27,80,11,119,210,25262,31063,4090,60415
1990-09-03,25,5,22,52,25287,31085,4095,60467
1990-09-10,24,12,44,80,25311,31129,4107,60547
1990-09-17,78,19,131,228,25389,31260,4126,60775
1990-09-24,65,14,86,165,25454,31346,4140,60940
1990-10-01,96,28,91,215,25550,31437,4168,61155
1990-10-08,141,39,194,374,25691,31631,4207,61529
1990-10-15,268,69,416,753,25959,32047,4276,62282
1990-10-22,3,0,3,6,25962,32050,4276,62288
1990-10-29,0,0,2,2,25962,32052,4276,62290
1990-11-05,0,0,0,0,25962,32052,4276,62290
1990-11-12,5,0,0,5,25967,32052,4276,62295
1990-11-19,3,0,1,4,25970,32053,4276,62299
1990-11-26,1,0,1,2,25971,32054,4276,62301
1990-12-03,1,0,0,1,25972,32054,4276,62302
1990-12-10,183,57,263,503,26155,32317,4333,62805
1990-12-17,11,1,16,28,26166,32333,4334,62833
1990-12-24,10,5,8,23,26176,32341,4339,62856
1990-12-31,6,2,10,18,26182,32351,4341,62874
1991-01-07,22,3,25,50,26204,32376,4344,62924
1991-01-14,17,2,16,35,26221,32392,4346,62959
1991-01-21,12,7,22,41,26233,32414,4353,63000
1991-01-28,9,4,23,36,26242,32437,4357,63036
1991-02-04,21,4,27,52,26263,32464,4361,63088
1991-02-11,23,7,34,64,26286,32498,4368,63152
1991-02-18,14,4,17,35,26300,32515,4372,63187
1991-02-25,36,7,51,94,26336,32566,4379,63281
1991-03-04,30,6,58,94,26366,32624,4385,63375
1991-03-11,53,11,90,154,26419,32714,4396,63529
1991-03-18,70,13,88,171,26489,32802,4409,63700
1991-03-25,42,6,54,102,26531,32856,4415,63802
1991-04-01,68,11,82,161,26599,32938,4426,63963
1991-04-08,49,16,83,148,26648,33021,4442,64111
1991-04-15,112,18,121,251,26760,33142,4460,64362
1991-04-22,212,34,294,540,26972,33436,4494,64902
1991-04-29,112,32,216,360,27084,33652,4526,65262
1991-05-06,0,0,0,0,27084,33652,4526,65262
1991-05-13,0,0,0,0,27084,33652,4526,65262
1991-05-20,0,1,0,1,27084,33652,4527,65263
1991-05-27,5,1,9,15,27089,33661,4528,65278
1991-06-03,6,1,10,17,27095,33671,4529,65295
1991-06-10,173,31,200,404,27268,33871,4560,65699
1991-06-17,22,8,23,53,27290,33894,4568,65752
1991-06-24,17,2,22,41,27307,33916,4570,65793
1991-07-01,13,5,23,41,27320,33939,4575,65834
1991-07-08,16,3,19,38,27336,33958,4578,65872
1991-07-15,20,3,28,51,27356,33986,4581,65923
1991-07-22,23,5,23,51,27379,34009,4586,65974
1991-07-29,21,3,19,43,27400,34028,4589,66017
1991-08-05,28,7,26,61,27428,34054,4596,66078
1991-08-12,14,5,27,46,27442,34081,4601,66124
1991-08-19,20,2,24,46,27462,34105,4603,66170
1991-08-26,49,16,57,122,27511,34162,4619,66292
1991-09-02,29,3,37,69,27540,34199,4622,66361
1991-09-09,63,19,111,193,27603,34310,4641,66554
1991-09-16,83,21,141,245,27686,34451,4662,66799
1991-09-23,93,28,99,220,27779,34550,4690,67019
1991-09-30,139,29,200,368,27918,34750,4719,67387
1991-10-07,363,85,496,944,28281,35246,4804,68331
1991-10-14,217,63,411,691,28498,35657,4867,69022
1991-10-21,2,0,0,2,28500,35657,4867,69024
1991-10-28,0,0,0,0,28500,35657,4867,69024
1991-11-04,0,0,0,0,28500,35657,4867,69024
1991-11-11,5,1,1,7,28505,35658,4868,69031
1991-11-18,3,0,1,4,28508,35659,4868,69035
1991-11-25,1,0,1,2,28509,35660,4868,69037
1991-12-02,4,2,0,6,28513,35660,4870,69043
1991-12-09,250,77,339,666,28763,35999,4947,69709
1991-12-16,20,4,27,51,28783,36026,4951,69760
1991-12-23,19,2,25,46,28802,36051,4953,69806
1991-12-30,8,2,11,21,28810,36062,4955,69827
1992-01-06,25,14,45,84,28835,36107,4969,69911
1992-01-13,35,9,47,91,28870,36154,4978,70002
1992-01-20,21,7,31,59,28891,36185,4985,70061
1992-01-27,45,9,55,109,28936,36240,4994,70170
1992-02-03,59,17,67,143,28995,36307,5011,70313
1992-02-10,78,11,68,157,29073,36375,5022,70470
1992-02-17,57,16,92,165,29130,36467,5038,70635
1992-02-24,126,43,158,327,29256,36625,5081,70962
1992-03-02,139,42,154,335,29395,36779,5123,71297
1992-03-09,166,34,198,398,29561,36977,5157,71695
1992-03-16,223,47,204,474,29784,37181,5204,72169
1992-03-23,188,55,269,512,29972,37450,5259,72681
1992-03-30,438,101,455,994,30410,37905,5360,73675
1992-04-06,82,21,114,217,30492,38019,5381,73892
1992-04-13,1,0,5,6,30493,38024,5381,73898
1992-04-20,0,0,0,0,30493,38024,5381,73898
1992-04-27,0,0,1,1,30493,38025,5381,73899
1992-05-04,11,2,11,24,30504,38036,5383,73923
1992-05-11,1,1,3,5,30505,38039,5384,73928
1992-05-18,77,24,106,207,30582,38145,5408,74135
1992-05-25,280,77,320,677,30862,38465,5485,74812
1992-06-01,217,79,244,540,31079,38709,5564,75352
1992-06-08,88,28,118,234,31167,38827,5592,75586
1992-06-15,39,15,65,119,31206,38892,5607,75705
1992-06-22,150,57,179,386,31356,39071,5664,76091
1992-06-29,102,33,122,257,31458,39193,5697,76348
1992-07-06,76,22,93,191,31534,39286,5719,76539
1992-07-13,120,34,155,309,31654,39441,5753,76848
1992-07-20,141,30,152,323,31795,39593,5783,77171
1992-07-27,218,65,175,458,32013,39768,5848,77629
1992-08-03,232,53,167,452,32245,39935,5901,78081
1992-08-10,146,34,137,317,32391,40072,5935,78398
1992-08-17,184,64,177,425,32575,40249,5999,78823
1992-08-24,245,57,265,567,32820,40514,6056,79390
1992-08-31,258,65,308,631,33078,40822,6121,80021
1992-09-07,161,44,176,381,33239,40998,6165,80402
1992-09-14,307,88,310,705,33546,41308,6253,81107
1992-09-21,423,137,487,1047,33969,41795,6390,82154
1992-09-28,490,152,565,1207,34459,42360,6542,83361
1992-10-05,1021,290,1189,2500,35480,43549,6832,85861
1992-10-12,1281,438,1540,3259,36761,45089,7270,89120
1992-10-19,45,12,43,100,36806,45132,7282,89220
1992-10-26,2,2,0,4,36808,45132,7284,89224
1992-11-02,0,1,1,2,36808,45133,7285,89226
1992-11-09,4,0,5,9,36812,45138,7285,89235
1992-11-16,30,15,63,108,36842,45201,7300,89343
1992-11-23,1,0,0,1,36843,45201,7300,89344
1992-11-30,0,1,0,1,36843,45201,7301,89345
1992-12-07,242,92,341,675,37085,45542,7393,90020
1992-12-14,94,35,130,259,37179,45672,7428,90279
1992-12-21,7,3,16,26,37186,45688,7431,90305
1992-12-28,2,2,2,6,37188,45690,7433,90311
1993-01-04,13,3,20,36,37201,45710,7436,90347
1993-01-11,13,3,16,32,37214,45726,7439,90379
1993-01-18,4,1,14,19,37218,45740,7440,90398
1993-01-25,11,3,19,33,37229,45759,7443,90431
1993-02-01,9,4,21,34,37238,45780,7447,90465
1993-02-08,13,3,18,34,37251,45798,7450,90499
1993-02-15,7,4,12,23,37258,45810,7454,90522
1993-02-22,23,4,36,63,37281,45846,7458,90585
1993-03-01,21,4,43,68,37302,45889,7462,90653
1993-03-08,30,8,48,86,37332,45937,7470,90739
1993-03-15,34,3,29,66,37366,45966,7473,90805
1993-03-22,30,6,52,88,37396,46018,7479,90893
1993-03-29,34,8,39,81,37430,46057,7487,90974
1993-04-05,49,9,59,117,37479,46116,7496,91091
