OFFICIAL ELECTION RESULTS
Bucks
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","SHELDON PER","29","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","LEE SCHUM","24","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","1","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","MARC COHEN","167","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","SHELDON PER","157","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","ABBY KOSS","155","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","LEE SCHUM","152","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","KATE PASCUCCI","42","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","LEANN HART","40","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","RACHEL FINGLES","27","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","6","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Dem)","STEPHANIE A.G. FERRANDEZ","218","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Dem)","Write-in","5","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Rep)","JOE DIGIROLAMO","189","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Rep)","Write-in","2","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","JESSE SLOANE","213","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","ED TOKMAJIAN","208","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","JOSEPH WENZEL, JR.","205","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","3","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","1","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","1","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","STACEY CHAMPION","177","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","WILL WALKER","174","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","MICHELLE BENITEZ","173","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","5","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","2","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","2","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Dem)","SANTOS M. RAMOS","222","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Dem)","Write-in","0","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Rep)","MIKE BRILL","188","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Rep)","Write-in","2","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Dem)","ZACHARY WINTERS","221","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","4","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Rep)","J. PATEL","181","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","3","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP LOWER EAST 1 JUDGE OF ELECTIONS (Dem)","Write-in","97","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP LOWER EAST 1 JUDGE OF ELECTIONS (Rep)","Write-in","17","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP LOWER EAST 1 INSPECTOR OF ELECTIONS (Dem)","Write-in","90","26.03%"
"Bensalem Twp Lower East #1","BENSALEM TOWNSHIP LOWER EAST 1 INSPECTOR OF ELECTIONS (Rep)","Write-in","13","26.03%"
"Bensalem Twp Lower East #2","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","196","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","4","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","96","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","54","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","194","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","4","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","102","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","48","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","170","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","159","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","152","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","150","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","72","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","29","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","19","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","12","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","1","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","1","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","1","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","142","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","111","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","106","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","92","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","38","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","38","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","35","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","30","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","DISTRICT ATTORNEY (Dem)","JOE KHAN","191","23.92%"
"Bensalem Twp Lower East #2","DISTRICT ATTORNEY (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","142","23.92%"
"Bensalem Twp Lower East #2","DISTRICT ATTORNEY (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","SHERIFF (Dem)","DANIEL LEO CEISLER","195","23.92%"
"Bensalem Twp Lower East #2","SHERIFF (Dem)","Write-in","8","23.92%"
"Bensalem Twp Lower East #2","SHERIFF (Rep)","FRED HARRAN","155","23.92%"
"Bensalem Twp Lower East #2","SHERIFF (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","PROTHONOTARY (Dem)","DONNA PETRECCO","196","23.92%"
"Bensalem Twp Lower East #2","PROTHONOTARY (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","152","23.92%"
"Bensalem Twp Lower East #2","PROTHONOTARY (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","198","23.92%"
"Bensalem Twp Lower East #2","RECORDER OF DEEDS (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","152","23.92%"
"Bensalem Twp Lower East #2","RECORDER OF DEEDS (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","198","23.92%"
"Bensalem Twp Lower East #2","COUNTY CONTROLLER (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","146","23.92%"
"Bensalem Twp Lower East #2","COUNTY CONTROLLER (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","KATE PASCUCCI","171","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","LEANN HART","163","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","RACHEL FINGLES","163","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","RODGER ALLEN","140","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","ABBY KOSS","49","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","MARC COHEN","38","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","SHELDON PER","31","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","LEE SCHUM","16","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","1","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","MARC COHEN","123","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","SHELDON PER","122","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","LEE SCHUM","120","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","ABBY KOSS","117","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","KATE PASCUCCI","46","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","RACHEL FINGLES","39","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","LEANN HART","38","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","9","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","Write-in","0","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Dem)","STEPHANIE A.G. FERRANDEZ","189","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Dem)","Write-in","10","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Rep)","JOE DIGIROLAMO","153","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP MAYOR - 4 YEAR (Rep)","Write-in","6","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","JESSE SLOANE","184","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","ED TOKMAJIAN","184","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","JOSEPH WENZEL, JR.","181","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","5","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","4","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Dem)","Write-in","4","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","STACEY CHAMPION","148","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","MICHELLE BENITEZ","144","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","WILL WALKER","136","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","4","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","2","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP COUNCIL - 4 YEAR (Rep)","Write-in","2","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Dem)","SANTOS M. RAMOS","192","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Dem)","Write-in","6","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Rep)","MIKE BRILL","159","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP TREASURER - 4 YEAR (Rep)","Write-in","3","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Dem)","ZACHARY WINTERS","193","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","6","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Rep)","J. PATEL","153","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","2","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP LOWER EAST 2  JUDGE OF ELECTIONS (Dem)","Write-in","28","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP LOWER EAST 2 JUDGE OF ELECTIONS (Rep)","Write-in","22","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP LOWER EAST 2 INSPECTOR OF ELECTIONS (Dem)","Write-in","18","23.92%"
"Bensalem Twp Lower East #2","BENSALEM TOWNSHIP LOWER EAST 2 INSPECTOR OF ELECTIONS (Rep)","Write-in","17","23.92%"
"Bensalem Twp Lower East #3","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","112","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","1","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","91","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","42","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","112","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","84","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","52","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","86","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","86","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","76","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","75","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","49","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","24","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","16","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","12","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","135","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","96","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","88","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","76","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","33","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","29","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","27","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","17","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","DISTRICT ATTORNEY (Dem)","JOE KHAN","110","16.84%"
"Bensalem Twp Lower East #3","DISTRICT ATTORNEY (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","127","16.84%"
"Bensalem Twp Lower East #3","DISTRICT ATTORNEY (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","SHERIFF (Dem)","DANIEL LEO CEISLER","115","16.84%"
"Bensalem Twp Lower East #3","SHERIFF (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","SHERIFF (Rep)","FRED HARRAN","144","16.84%"
"Bensalem Twp Lower East #3","SHERIFF (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","PROTHONOTARY (Dem)","DONNA PETRECCO","112","16.84%"
"Bensalem Twp Lower East #3","PROTHONOTARY (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","136","16.84%"
"Bensalem Twp Lower East #3","PROTHONOTARY (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","113","16.84%"
"Bensalem Twp Lower East #3","RECORDER OF DEEDS (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","133","16.84%"
"Bensalem Twp Lower East #3","RECORDER OF DEEDS (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","113","16.84%"
"Bensalem Twp Lower East #3","COUNTY CONTROLLER (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","132","16.84%"
"Bensalem Twp Lower East #3","COUNTY CONTROLLER (Rep)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","KATE PASCUCCI","94","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","RACHEL FINGLES","89","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","LEANN HART","87","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","RODGER ALLEN","79","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","MARC COHEN","36","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","ABBY KOSS","30","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","LEE SCHUM","14","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","SHELDON PER","12","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Dem)","Write-in","0","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","MARC COHEN","107","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","LEE SCHUM","105","16.84%"
"Bensalem Twp Lower East #3","BENSALEM TOWNSHIP SCHOOL DIRECTOR - 4 YEAR (Rep)","SHELDON PER","103","16.84%"
